[2017-12-28 13:02:37,246] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:37,247] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:02:37,247] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:37,249] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:02:37,249] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:37,252] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:02:37,252] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:37,257] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:02:37,257] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:37,259] gpo_agent-Thread-2 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:37,259] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
[2017-12-28 13:02:37,260] gpo_agent-MainThread INFO: Command [echo "hello"] eligibility: True.
[2017-12-28 13:02:37,266] gpo_agent-Thread-1 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:37,273] gpo_agent-Thread-4 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:37,275] gpo_agent-Thread-6 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:37,278] gpo_agent-Thread-3 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:37,278] gpo_agent-Thread-5 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:02:37,280] gpo_agent-Thread-7 INFO: Command [echo "hello"] execution result: Success.
[2017-12-28 13:04:52,072] gpo_agent-MainThread INFO: Format command file.
[2017-12-28 13:04:52,090] gpo_agent-MainThread INFO: Command [dos2unix cmd/gpo_cmd] execution result: Fail!
[2017-12-28 13:04:52,090] gpo_agent-MainThread INFO: Format allow command file.
[2017-12-28 13:04:52,104] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.allow] execution result: Fail!
[2017-12-28 13:04:52,104] gpo_agent-MainThread INFO: Format deny command file.
[2017-12-28 13:04:52,115] gpo_agent-MainThread INFO: Command [dos2unix conf/cmd.deny] execution result: Fail!
[2017-12-28 13:04:52,115] gpo_agent-MainThread INFO: Start running Command one by one...
[2017-12-28 13:04:52,116] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:04:52,116] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:04:52,116] gpo_agent-MainThread DEBUG: Add command: echo "hello" to execute.
[2017-12-28 13:04:52,116] gpo_agent-MainThread DEBUG: Command binary: echo is eligible.
